"image_id","image_path","human_score","human_label","reason"
"p8_img24","data/raw/p8_img24.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img25","data/raw/p8_img25.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img26","data/raw/p8_img26.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p8_img27","data/raw/p8_img27.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p8_img28","data/raw/p8_img28.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img29","data/raw/p8_img29.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img3","data/raw/p8_img3.png","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p8_img4","data/raw/p8_img4.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img5","data/raw/p8_img5.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img6","data/raw/p8_img6.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img7","data/raw/p8_img7.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p8_img8","data/raw/p8_img8.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p8_img9","data/raw/p8_img9.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img0","data/raw/p9_img0.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img10","data/raw/p9_img10.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img11","data/raw/p9_img11.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p9_img13","data/raw/p9_img13.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img15","data/raw/p9_img15.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p9_img18","data/raw/p9_img18.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img19","data/raw/p9_img19.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img22","data/raw/p9_img22.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p9_img23","data/raw/p9_img23.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img24","data/raw/p9_img24.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img25","data/raw/p9_img25.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img26","data/raw/p9_img26.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img28","data/raw/p9_img28.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p9_img29","data/raw/p9_img29.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p9_img7","data/raw/p9_img7.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img8","data/raw/p9_img8.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p9_img9","data/raw/p9_img9.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
